	Performer	Artist_Popularity_x	Performer2	uri_x	Genre	Explicit	Artist_Popularity_y	Song	Duration s	uri_y	url	WeekID	Week Position	SongID	Instance	Previous Week Position	Peak Position	Weeks on Chart	Year
295	Wink Martindale	11.0	Wink Martindale	spotify:artist:1X5ZSwlYraWjWqjkkhJjdg	deep adult standards	False	22.0	Deck Of Cards	240.88	spotify:track:4U3S2BgQeX25uW0fEPDSSt	http://www.billboard.com/charts/hot-100/1959-09-12	1959-09-12	74	Deck Of CardsWink Martindale	1		74	1	1959
296	Skeeter Davis	49.0	Skeeter Davis	spotify:artist:5b2OzvLaL6nyxw5pbVbSdy	nashville sound	False	26.0	(I Can't Help You) I'm Falling Too	165.266	spotify:track:5MXe6dKcR6iO33GWzVW8cr	http://www.billboard.com/charts/hot-100/1960-08-20	1960-08-20	74	(I Can't Help You) I'm Falling TooSkeeter Davis	1		74	1	1960
300	Curtis Lee	30.0	Curtis Lee	spotify:artist:2CM4LFqAr2MS4rIp25pxfg	doo-wop	False	39.0	Pretty Little Angel Eyes	153.666	spotify:track:6V78SGCT1pus499ShyOT6K	http://www.billboard.com/charts/hot-100/1961-07-01	1961-07-01	74	Pretty Little Angel EyesCurtis Lee	1		74	1	1961
301	The Dovells	28.0	The Dovells	spotify:artist:6LaraO4gcDKWw0fwIOTodm	doo-wop	False	39.0	Bristol Stomp	138.893	spotify:track:0B1cm1Z7J9v8Wug9idr8T6	http://www.billboard.com/charts/hot-100/1961-09-09	1961-09-09	74	Bristol StompThe Dovells	1		74	1	1961
306	Shep And The Limelites	26.0	Shep And The Limelites	spotify:artist:3xaiq6cHhYX5xclwRkT6Jf		False	43.0	Daddy's Home	174.2	spotify:track:2Vr3XMnJyu60xBUUchWUrI	http://www.billboard.com/charts/hot-100/1961-03-25	1961-03-25	88	Daddy's HomeShep And The Limelites	1		88	1	1961
307	The Bachelors	38.0	The Bachelors	spotify:artist:0qDtyCZRYrja9CoeHXV6FD	adult standards	False	32.0	Diane	154.0	spotify:track:01QicLin8hNjIcUDuE0nRP	http://www.billboard.com/charts/hot-100/1964-04-18	1964-04-18	74	DianeThe Bachelors	1		74	1	1964
312	Frankie Valli	64.0	Frankie Valli & The Four Seasons	spotify:artist:6mcrZQmgzFGRWf7C0SObou	adult standards	False	63.0	My Eyes Adored You	212.013	spotify:track:2yDQVcj26tpi9IUJhw9xDs	http://www.billboard.com/charts/hot-100/1974-11-23	1974-11-23	94	My Eyes Adored YouFrankie Valli	1		94	1	1974
315	The Buckinghams	35.0	The Buckinghams	spotify:artist:4zmxet3ZPdSmL3Xyv1Wegb	bubblegum pop	False	30.0	Hey Baby (They're Playing Our Song)	165.733	spotify:track:2k9XwzyCNfjkLvAu7FXPkA	http://www.billboard.com/charts/hot-100/1967-09-09	1967-09-09	83	Hey Baby (They're Playing Our Song)The Buckinghams	1		83	1	1967
317	Willie Mitchell	38.0	Willie Mitchell	spotify:artist:3EkURHRbSZWjatYLo36NMS	classic soul	False	10.0	20-75	131.493	spotify:track:1dYDIWo3LKxziC1a3stxwv	http://www.billboard.com/charts/hot-100/1964-08-29	1964-08-29	97	20-75Willie Mitchell	1		97	1	1964
323	Tyrone Davis	45.0	Tyrone Davis	spotify:artist:76agLI5oSCFbmZnBqKcBJd	chicago soul	False	47.0	Can I Change My Mind	177.733	spotify:track:0zyyaMpWRZNSx2GqAMFKX3	http://www.billboard.com/charts/hot-100/1968-12-21	1968-12-21	74	Can I Change My MindTyrone Davis	1		74	1	1968
331	Hamilton, Joe Frank & Reynolds	38.0	Hamilton, Joe Frank & Reynolds	spotify:artist:7vpRSadEAzLs0ikY7gAESe	bubblegum pop	False	12.0	Annabella	151.693	spotify:track:4wlL8MQ1V1UverYfXnan9v	http://www.billboard.com/charts/hot-100/1971-08-28	1971-08-28	74	AnnabellaHamilton, Joe Frank & Reynolds	1		74	1	1971
333	Hurricane Smith	29.0	Hurricane Smith	spotify:artist:2RJ0iPw6LNjlxmbUiB3cfc	bubblegum pop	False	8.0	Who Was It?	185.226	spotify:track:0kMGzfjUkE4pYUCuVaO0Ir	http://www.billboard.com/charts/hot-100/1973-03-17	1973-03-17	87	Who Was It?Hurricane Smith	1		87	1	1973
334	Deodato	42.0	Deodato	spotify:artist:0hE3uA2w3guHeKvuc7BpRr	bossa nova jazz	False	17.0	Rhapsody In Blue	525.933	spotify:track:4lDNT2Ak5FmS6YBHKdVLow	http://www.billboard.com/charts/hot-100/1973-08-25	1973-08-25	89	Rhapsody In BlueDeodato	1		89	1	1973
336	Lobo	60.0	Los Lobos	spotify:artist:6OWapcJm9xd55ci9CYbAuT	roots rock	False	57.0	How Can I Tell Her	260.466	spotify:track:7bxAHKHLd87IHLgeMhgg64	http://www.billboard.com/charts/hot-100/1973-06-23	1973-06-23	78	How Can I Tell HerLobo	1		78	1	1973
341	David Soul	46.0	David Soul	spotify:artist:2eFkm34OMSYRUwP4RAtXaT	bubblegum pop	False	41.0	Silver Lady	224.426	spotify:track:0aOkjSqYLGDljwtUNvAnoS	http://www.billboard.com/charts/hot-100/1977-09-10	1977-09-10	82	Silver LadyDavid Soul	1		82	1	1977
342	Shaun Cassidy	31.0	Shaun Cassidy	spotify:artist:6XJ5IHDtW2OkjtwVllkANt	bubblegum pop	False	41.0	Da Doo Ron Ron	170.0	spotify:track:0BTjoeNHz0mSjXCZO4hzad	http://www.billboard.com/charts/hot-100/1977-05-14	1977-05-14	89	Da Doo Ron RonShaun Cassidy	1		89	1	1977
346	Artists United Against Apartheid	19.0	Artists United Against Apartheid	spotify:artist:6o2VsYOl5FxnOJYvod1Q8p	musical advocacy	False	29.0	Sun City	432.413	spotify:track:5fIooQsVIVja8kP3ojyAV7	http://www.billboard.com/charts/hot-100/1985-11-02	1985-11-02	74	Sun CityArtists United Against Apartheid	1		74	1	1985
347	Angelina	40.0	Angelina	spotify:artist:2xMPv7r6uppYaOJBXoMIXs	freestyle	False	32.0	I Don't Need Your Love	246.24	spotify:track:2OP627zExZ2BoXlh5cyzut	http://www.billboard.com/charts/hot-100/1996-10-19	1996-10-19	97	I Don't Need Your LoveAngelina	1		97	1	1996
349	Lee Ann Womack	59.0	Lee Ann Womack	spotify:artist:738OS3zrCO782uDiUN9pet	contemporary country	False	43.0	A Little Past Little Rock	256.399	spotify:track:0ieL9hQJOHdlnyeOoBv768	http://www.billboard.com/charts/hot-100/1998-10-10	1998-10-10	89	A Little Past Little RockLee Ann Womack	1		89	1	1998
356	Ying Yang Twins	64.0	Ying Yang Twins	spotify:artist:44PA0rCQXikgOWbfY7Fq7m	atl hip hop	True	56.0	Say I Yi Yi	272.506	spotify:track:46XvcuEZFFInDilbYUNHBn	http://www.billboard.com/charts/hot-100/2002-05-04	2002-05-04	74	Say I Yi YiYing Yang Twins	1		74	1	2002
358	Mark Chesnutt	56.0	Mark Chesnutt	spotify:artist:2cNV8vNe2fPFf6OfGOBbSS	country	False	26.0	She Was	201.173	spotify:track:3EhEA0wiWPhqfjbaSHIxan	http://www.billboard.com/charts/hot-100/2002-08-10	2002-08-10	74	She WasMark Chesnutt	1		74	1	2002
359	Disturbed	75.0	Disturbed	spotify:artist:3TOqt5oJwL9BE2NG9MEwDa	alternative metal	False	67.0	Indestructible	278.026	spotify:track:42ZVk59gT4tMlrZmd8Ijxf	http://www.billboard.com/charts/hot-100/2008-06-21	2008-06-21	72	IndestructibleDisturbed	1		72	1	2008
360	Joe Nichols	59.0	Joe Nichols	spotify:artist:4aJTB79uwT4sP0Nb8QGWHc	arkansas country	False	50.0	The Impossible	245.573	spotify:track:5vyVckEUyIogu3Fq7J3lBR	http://www.billboard.com/charts/hot-100/2002-06-01	2002-06-01	95	The ImpossibleJoe Nichols	1		95	1	2002
368	Train	84.0	Meghan Trainor	spotify:artist:6JL8zeS1NmiOftqZTRgdTz	dance pop	False	62.0	Meet Virginia	239.933	spotify:track:4ocbH5ZJqajZIpUrqRUoue	http://www.billboard.com/charts/hot-100/1999-10-09	1999-10-09	76	Meet VirginiaTrain	1		76	1	1999
374	Yellowcard	63.0	Yellowcard	spotify:artist:3zxKH0qp3nBCuPZCZT5Vaf	bow pop	False	59.0	Lights And Sounds	208.186	spotify:track:4XOZaPYeMn9hcbpyS90NnD	http://www.billboard.com/charts/hot-100/2006-02-04	2006-02-04	76	Lights And SoundsYellowcard	1		76	1	2006
376	Flo Rida	79.0	Flo Rida	spotify:artist:0jnsk9HBra6NMjO2oANoPY	dance pop	False	76.0	Right Round	204.64	spotify:track:3GpbwCm3YxiWDvy29Uo3vP	http://www.billboard.com/charts/hot-100/2009-02-14	2009-02-14	74	Right RoundFlo Rida	1		74	1	2009
382	Trey Songz	71.0	Trey Songz	spotify:artist:2iojnBLj0qIMiKPvVhLnsH	dance pop	False	45.0	Gotta Go	247.053	spotify:track:5Q4lFAfvLhGB7DNcg2DwgA	http://www.billboard.com/charts/hot-100/2005-12-03	2005-12-03	96	Gotta GoTrey Songz	1		96	1	2005
391	Christina Perri	73.0	Christina Perri	spotify:artist:7H55rcKCfwqkyDFH9wpKM6	dance pop	False	81.0	A Thousand Years	285.12	spotify:track:6lanRgr6wXibZr8KgzXxBl	http://www.billboard.com/charts/hot-100/2011-11-05	2011-11-05	74	A Thousand YearsChristina Perri	1		74	1	2011
392	Bryson Tiller	80.0	Bryson Tiller	spotify:artist:2EMAnMvWE2eb56ToJVfCWs	kentucky hip hop	True	79.0	Exchange	194.613	spotify:track:43PuMrRfbyyuz4QpZ3oAwN	http://www.billboard.com/charts/hot-100/2015-11-14	2015-11-14	98	ExchangeBryson Tiller	1		98	1	2015
400	War	66.0	Warren Zeiders	spotify:artist:7kplJl06UmldxLKseURAYi		False	43.0	All Day Music	248.2	spotify:track:1HdQSzMMb1AGOrYCOuvIEF	http://www.billboard.com/charts/hot-100/1971-08-07	1971-08-07	81	All Day MusicWar	1		81	1	1971
410	38 Special	58.0	38 Special	spotify:artist:3zXw2Eh96iTT51pytzHdZi	album rock	False	53.0	Rockin' Into The Night	241.226	spotify:track:1rWqtf1rOYiPEb9puv2bYd	http://www.billboard.com/charts/hot-100/1980-02-02	1980-02-02	80	Rockin' Into The Night38 Special	1		80	1	1980
416	Karla Bonoff	43.0	Karla Bonoff	spotify:artist:1ZIMtrSe8sINPurERT4tRa	mellow gold	False	19.0	I Can't Hold On	192.066	spotify:track:3XsP80FdeXU1A8gTSDNmJe	http://www.billboard.com/charts/hot-100/1978-02-11	1978-02-11	94	I Can't Hold OnKarla Bonoff	1		94	1	1978
420	Stray Cats	50.0	Stray Cats	spotify:artist:2ibPkysx2PXqWLmxFD7jSg	instrumental surf	False	50.0	Rock This Town	207.0	spotify:track:2SknHmwY6GiOv6aK7YRahd	http://www.billboard.com/charts/hot-100/1982-09-18	1982-09-18	80	Rock This TownStray Cats	1		80	1	1982
424	Peter Gabriel	65.0	Peter Gabriel	spotify:artist:7C4sUpWGlTy7IANjruj02I	album rock	False	62.0	Solsbury Hill	261.44	spotify:track:1CM1wOqD2AIjt2MWd31LV2	http://www.billboard.com/charts/hot-100/1977-04-30	1977-04-30	90	Solsbury HillPeter Gabriel	1		90	1	1977
429	Cameo	54.0	Cameo	spotify:artist:545idYhdloaSlLGBY8E9u2	disco	False	38.0	She's Strange	431.666	spotify:track:5QW1EprEeYRlalLAAlo0d6	http://www.billboard.com/charts/hot-100/1984-04-07	1984-04-07	80	She's StrangeCameo	1		80	1	1984
434	Face To Face	47.0	Face To Face	spotify:artist:4l9ufn9GC6LLYXvIanDlLd	melodic hardcore	False	12.0	10-9-8	234.56	spotify:track:5EuHpH5tpXkXpGHt8Zlafa	http://www.billboard.com/charts/hot-100/1984-06-02	1984-06-02	80	10-9-8Face To Face	1		80	1	1984
435	Dan Hartman	51.0	Dan Hartman	spotify:artist:1HvcqyRLS9nF8hAbTWOqpr	disco	False	43.0	Instant Replay	320.333	spotify:track:3WimzuWXQt4bnd4jcv0Gov	http://www.billboard.com/charts/hot-100/1978-10-14	1978-10-14	88	Instant ReplayDan Hartman	1		88	1	1978
437	Atlantic Starr	51.0	Atlantic Starr	spotify:artist:2YdVmtVBpIrv0N6WiBzSqm	contemporary r&b	False	25.0	Touch A Four Leaf Clover	280.693	spotify:track:4aVzx5DlmdIhTrE3VTosOs	http://www.billboard.com/charts/hot-100/1983-12-10	1983-12-10	93	Touch A Four Leaf CloverAtlantic Starr	1		93	1	1983
442	Cutting Crew	62.0	Cutting Crew	spotify:artist:3cniTumSiUysiPWXapGx1i	album rock	False	77.0	(I Just) Died In Your Arms	280.4	spotify:track:4ByEFOBuLXpCqvO1kw8Wdm	http://www.billboard.com/charts/hot-100/1987-03-07	1987-03-07	80	(I Just) Died In Your ArmsCutting Crew	1		80	1	1987
445	Edie Brickell & New Bohemians	47.0	Edie Brickell & New Bohemians	spotify:artist:4awU3JRQXIYoxabdwO92AU	lilith	False	58.0	What I Am	296.36	spotify:track:6hHUiDe461VUoTHnsplRYs	http://www.billboard.com/charts/hot-100/1988-11-26	1988-11-26	96	What I AmEdie Brickell & New Bohemians	1		96	1	1988
447	Regina Belle	51.0	Regina Belle	spotify:artist:3J9tQvcK0bY3CcVcgRELxH	contemporary r&b	False	37.0	Baby Come To Me	249.973	spotify:track:0bn2lpkVhI3Vp9d0g0q8W9	http://www.billboard.com/charts/hot-100/1989-10-14	1989-10-14	80	Baby Come To MeRegina Belle	1		80	1	1989
450	Stevie B	49.0	Stevie B	spotify:artist:6V7pNWhlJpD0s0bMdB1PU9	freestyle	False	31.0	Dreamin' Of Love	232.253	spotify:track:0Q5Z7wJHW9GvQGvIze22d9	http://www.billboard.com/charts/hot-100/1988-04-23	1988-04-23	91	Dreamin' Of LoveStevie B	1		91	1	1988
453	Eazy-E	67.0	Eazy-E	spotify:artist:7B4hKK0S9QYnaoqa9OuwgX	g funk	True	33.0	Just Tah Let U Know	248.866	spotify:track:6ZZOVqeM7Cvpxjv9zqvFt5	http://www.billboard.com/charts/hot-100/1995-12-23	1995-12-23	51	Just Tah Let U KnowEazy-E	1		51	1	1995
454	John Michael Montgomery	60.0	John Michael Montgomery	spotify:artist:7mPcfx7PhnBh6n4HMCd61A	contemporary country	False	58.0	Be My Baby Tonight	172.2	spotify:track:7pY4ul6PNtKKHCCQgYVtT7	http://www.billboard.com/charts/hot-100/1994-08-06	1994-08-06	80	Be My Baby TonightJohn Michael Montgomery	1		80	1	1994
456	Blues Traveler	56.0	Blues Traveler	spotify:artist:3pHeBYl1yujXcZqqfF1UyQ	alternative rock	False	64.0	Run-Around	279.8	spotify:track:500Tkm3vJmVtdUwdCVxCTb	http://www.billboard.com/charts/hot-100/1995-03-25	1995-03-25	80	Run-AroundBlues Traveler	1		80	1	1995
458	Luke	83.0	Luke Combs	spotify:artist:718COspgdWOnwOFpJHRZHS	contemporary country	True	37.0	I Wanna Rock	279.933	spotify:track:6BPA3Uzu6xDFTklgeWGqbD	http://www.billboard.com/charts/hot-100/1992-03-21	1992-03-21	87	I Wanna RockLuke	1		87	1	1992
459	Randy Travis	65.0	Randy Travis	spotify:artist:1pTuR132U5b4Rizal2Pr7m	country	False	31.0	Out Of My Bones	164.773	spotify:track:5a5ZZd5TwKUvp2KnTEtu5a	http://www.billboard.com/charts/hot-100/1998-04-25	1998-04-25	80	Out Of My BonesRandy Travis	1		80	1	1998
463	Reel Tight	22.0	Reel Tight	spotify:artist:3PeB6KzaIJW8NnVlU2OcmW		False	6.0	(Do You) Wanna Ride	213.213	spotify:track:7mtYwHLYETUEgA8Sc2Uuxr	http://www.billboard.com/charts/hot-100/1998-11-28	1998-11-28	80	(Do You) Wanna RideReel Tight	1		80	1	1998
464	Clay Walker	58.0	Clay Walker	spotify:artist:4MPkNgar5uTd8Sqvrr7par	contemporary country	False	54.0	Then What?	183.853	spotify:track:1TjtrBIx7fPUBjDXL9svN1	http://www.billboard.com/charts/hot-100/1998-02-07	1998-02-07	95	Then What?Clay Walker	1		95	1	1998
470	Lucy Pearl	56.0	Lucy Pearl	spotify:artist:0OUXTnqjvTg4iZ7Lhq6vv7	contemporary r&b	False	63.0	Dance Tonight	221.28	spotify:track:1TwVcKR6JojvPwBGbWZT36	http://www.billboard.com/charts/hot-100/2000-05-20	2000-05-20	80	Dance TonightLucy Pearl	1		80	1	2000
471	Audioslave	69.0	Audioslave	spotify:artist:2ziB7fzrXBoh1HUPS6sVFn	alternative metal	False	67.0	Cochise	222.026	spotify:track:1TDk2Jmi4dVZhm2dum3Jim	http://www.billboard.com/charts/hot-100/2002-11-23	2002-11-23	77	CochiseAudioslave	1		77	1	2002
473	Crazy Frog	59.0	Crazy Frog	spotify:artist:4J3wzDMI97AlGimdiVcaLb	eurodance	False	69.0	Axel F	168.045	spotify:track:0Bo5fjMtTfCD8vHGebivqc	http://www.billboard.com/charts/hot-100/2005-08-20	2005-08-20	80	Axel FCrazy Frog	1		80	1	2005
474	WALK THE MOON	70.0	WALK THE MOON	spotify:artist:6DIS6PRrLS3wbnZsf7vYic	dance rock	False	60.0	One Foot	261.372	spotify:track:0iQ77tSa7ncj7zBPtVx6cU	https://www.billboard.com/charts/hot-100/2018-01-13	2018-01-13	80	One FootWALK THE MOON	1		80	1	2018
475	Maddie & Tae	65.0	Maddie & Tae	spotify:artist:34bhyY8jfKez7uKakMfy4y	contemporary country	False	52.0	Fly	217.293	spotify:track:1ewLdzcpSQkU9wpFdqFauw	http://www.billboard.com/charts/hot-100/2015-08-01	2015-08-01	92	FlyMaddie & Tae	1		92	1	2015
477	Sleepy Hallow	78.0	Sleepy Hallow	spotify:artist:6EPlBSH2RSiettczlz7ihV	brooklyn drill	True	65.0	Deep End Freestyle	115.2	spotify:track:2AlYncTpVHKwHb55F9lF6O	https://www.billboard.com/charts/hot-100/2020-06-20	2020-06-20	80	Deep End FreestyleSleepy Hallow	1		80	1	2020
478	Teresa Brewer	37.0	Teresa Brewer	spotify:artist:2mPL4g4v9DS55zi6QctLbP	adult standards	False	4.0	The Hula Hoop Song	173.226	spotify:track:6sCqtqLg3bPF8S9tXbzU3m	http://www.billboard.com/charts/hot-100/1958-10-04	1958-10-04	99	The Hula Hoop SongTeresa Brewer	1		99	1	1958
483	James Darren	31.0	James Darren	spotify:artist:1aRdnBeUqTNY9zdBzOrkvJ	adult standards	False	21.0	Goodbye Cruel World	146.72	spotify:track:2zaXKQ2IErjfIGGES2ai6C	http://www.billboard.com/charts/hot-100/1961-10-14	1961-10-14	88	Goodbye Cruel WorldJames Darren	1		88	1	1961
487	Jimmy McGriff	35.0	Jimmy McGriff	spotify:artist:1A0QR12gcj2L5hYh1WWDeh	funk	False	15.0	All About My Girl	236.133	spotify:track:4Mrfq1W2qM2BGuIm1JSrLP	http://www.billboard.com/charts/hot-100/1963-01-05	1963-01-05	81	All About My GirlJimmy McGriff	1		81	1	1963
490	The Routers	8.0	The Routers	spotify:artist:4ydeJG48hqnTKKop5GYLDF		False	4.0	Sting Ray	116.066	spotify:track:1GrsBL78Qk93YfetbzcY92	http://www.billboard.com/charts/hot-100/1963-04-27	1963-04-27	81	Sting RayThe Routers	1		81	1	1963
491	Lesley Gore	56.0	Lesley Gore	spotify:artist:08b2PA6eFyugsWAk41eQKZ	adult standards	False	64.0	It's My Party	140.0	spotify:track:1Pq47iFLC5U7j8xeNiNcuS	http://www.billboard.com/charts/hot-100/1963-05-11	1963-05-11	60	It's My PartyLesley Gore	1		60	1	1963
505	The New Christy Minstrels	34.0	The New Christy Minstrels	spotify:artist:77OdfWXrYy6DcYPzmUOr6a	american folk revival	False	13.0	This Land Is Your Land	135.773	spotify:track:1v1vy9wS7LoRYAyBE67rEZ	http://www.billboard.com/charts/hot-100/1962-12-01	1962-12-01	93	This Land Is Your LandThe New Christy Minstrels	1		93	1	1962
508	Canibus	42.0	Canibus	spotify:artist:2lQvoGjN6jJfsAkaywtgrB	battle rap	True	43.0	Second Round K.O.	277.533	spotify:track:0xKmDKOEbwRSgH0BXA6IzX	http://www.billboard.com/charts/hot-100/1998-04-11	1998-04-11	35	Second Round K.O.Canibus	1		35	1	1998
509	Steven Tyler	47.0	Steven Tyler	spotify:artist:32zks9ovi0IExzUd1C7W6o	modern country rock	False	30.0	(It) Feels So Good	211.293	spotify:track:3xuzbqmCALn6Ua8JeOrnZl	http://www.billboard.com/charts/hot-100/2011-05-28	2011-05-28	35	(It) Feels So GoodSteven Tyler	1		35	1	2011
511	Aaron Hall	48.0	Aaron Hall	spotify:artist:772SIFJQiXTCfxncTK1UMn	contemporary r&b	False	48.0	I Miss You	381.733	spotify:track:1TWhpLaqdToKoHHpFnCxsd	http://www.billboard.com/charts/hot-100/1994-05-14	1994-05-14	95	I Miss YouAaron Hall	1		95	1	1994
513	Radiohead	81.0	Radiohead	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	alternative rock	False	68.0	Nude	255.386	spotify:track:35YyxFpE0ZTOoqFx5bADW8	http://www.billboard.com/charts/hot-100/2008-04-19	2008-04-19	37	NudeRadiohead	1		37	1	2008
514	Korn	76.0	Korn	spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD	alternative metal	False	49.0	Did My Time	244.493	spotify:track:2AsTgVcWojYwQAvzgacYWy	http://www.billboard.com/charts/hot-100/2003-08-09	2003-08-09	38	Did My TimeKorn	1		38	1	2003
516	The Rock Heroes	0.0	The Rockford Heroes	spotify:artist:2X57rXhhffBUQ5hyfSCCLM	swedish melodic rock	False	12.0	All Summer Long	296.346	spotify:track:0gTEBEvVYhVAbq0M7ZuWhe	http://www.billboard.com/charts/hot-100/2008-10-04	2008-10-04	38	All Summer LongThe Rock Heroes	1		38	1	2008
517	Carly Rae Jepsen	74.0	Carly Rae Jepsen	spotify:artist:6sFIWsNpZYqfjUpaCgueju	canadian pop	False	73.0	Call Me Maybe	193.4	spotify:track:3TGRqZ0a2l1LRblBkJoaDx	http://www.billboard.com/charts/hot-100/2012-03-10	2012-03-10	38	Call Me MaybeCarly Rae Jepsen	1		38	1	2012
519	Sam Hunt	72.0	Sam Hunt	spotify:artist:2kucQ9jQwuD8jWdtR9Ef38	contemporary country	False	63.0	Leave The Night On	192.16	spotify:track:3wx2kQWPn9p5UppQbNhPAk	http://www.billboard.com/charts/hot-100/2014-07-12	2014-07-12	98	Leave The Night OnSam Hunt	1		98	1	2014
527	Melissa Etheridge	53.0	Melissa Etheridge	spotify:artist:01Ppu7N8uYJI8SAONo2YZA	heartland rock	False	37.0	Similar Features	281.373	spotify:track:5TGeIu3Sxqs3DkOrdRcUQ6	http://www.billboard.com/charts/hot-100/1989-04-08	1989-04-08	94	Similar FeaturesMelissa Etheridge	1		94	1	1989
531	Joey McIntyre	39.0	Joey McIntyre	spotify:artist:3SIW6eVIZSz9V05WsaKIr3		False	42.0	Stay The Same	227.4	spotify:track:34Tq4vFc9aiShjelMTEfdO	http://www.billboard.com/charts/hot-100/1999-02-27	1999-02-27	40	Stay The SameJoey McIntyre	1		40	1	1999
533	Public Announcement	40.0	Public Announcement	spotify:artist:02JTFUpX3CgLWXNKEXIvcb	contemporary r&b	False	32.0	Mamacita	226.266	spotify:track:4ZUuOMlV8T3bNaiEwtoR3L	http://www.billboard.com/charts/hot-100/2000-12-23	2000-12-23	59	MamacitaPublic Announcement	1		59	1	2000
534	Fergie	70.0	Fergie	spotify:artist:3r17AfJCCUqC9Lf0OAc73G	dance pop	True	65.0	London Bridge	241.306	spotify:track:7jRoWfRlLnGYEIEn4t4kbq	http://www.billboard.com/charts/hot-100/2006-08-05	2006-08-05	84	London BridgeFergie	1		84	1	2006
537	Daughtry	66.0	Daughtry	spotify:artist:5P5FTygHyx2G57oszR3Wot	alternative metal	False	63.0	It's Not Over	215.026	spotify:track:234RqTZmnDTnxWlVciXHLD	http://www.billboard.com/charts/hot-100/2006-12-09	2006-12-09	65	It's Not OverDaughtry	1		65	1	2006
543	Robin Luke	17.0	Robin Luke	spotify:artist:6BlIMhCsEbMvvrLhMcOHkn		False	31.0	Susie Darlin'	154.68	spotify:track:1xjCGpAJVRAECqs5Pt6Gw1	http://www.billboard.com/charts/hot-100/1958-08-09	1958-08-09	42	Susie Darlin'Robin Luke	1		42	1	1958
544	David Lee Roth	52.0	David Lee Roth	spotify:artist:0KyCXNSa7ZMb5LydfKbLG3	album rock	False	50.0	California Girls	171.826	spotify:track:4H3vuLX59XPqdtTpIesGyS	http://www.billboard.com/charts/hot-100/1985-01-19	1985-01-19	43	California GirlsDavid Lee Roth	1		43	1	1985
548	Iyaz	65.0	Iyaz	spotify:artist:5tKXB9uuebKE34yowVaU3C	dance pop	False	73.0	Replay	182.306	spotify:track:5vlEg2fT4cFWAqU5QptIpQ	http://www.billboard.com/charts/hot-100/2009-09-05	2009-09-05	96	ReplayIyaz	1		96	1	2009
550	Fifth Harmony	70.0	Fifth Harmony	spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt	dance pop	False	59.0	Miss Movin' On	193.733	spotify:track:0gL0Xf8CN95HmgfEYYLRZV	http://www.billboard.com/charts/hot-100/2013-08-03	2013-08-03	85	Miss Movin' OnFifth Harmony	1		85	1	2013
552	Khalid	87.0	Khalid	spotify:artist:6LuN9FCkKOj5PcnpouEgny	pop	False	78.0	Location	219.08	spotify:track:152lZdxL1OR0ZMW6KquMif	http://www.billboard.com/charts/hot-100/2017-01-28	2017-01-28	77	LocationKhalid	1		77	1	2017
561	Mack 10	57.0	Mack 10	spotify:artist:3USpNaxpX1iNqNnQWqg9ob	chicano rap	True	53.0	Foe Life	253.8	spotify:track:28SF0lKRqso9SSTDpbv991	http://www.billboard.com/charts/hot-100/1995-06-24	1995-06-24	89	Foe LifeMack 10	1		89	1	1995
562	Guy	67.0	Strawberry Guy	spotify:artist:1AbJ2cmwK400LSvdvBL5Jc	bedroom pop	False	53.0	I Like	294.475	spotify:track:67j0ZucyzdfMGWLe2kh6Ze	http://www.billboard.com/charts/hot-100/1989-05-06	1989-05-06	82	I LikeGuy	1		82	1	1989
565	Changing Faces	40.0	Changing Faces	spotify:artist:3lJ6jvOiNY46L2juqXufpf	contemporary r&b	False	50.0	Stroke You Up	216.546	spotify:track:4VcV0t8VN6AZcWTznJOUUN	http://www.billboard.com/charts/hot-100/1994-07-30	1994-07-30	47	Stroke You UpChanging Faces	1		47	1	1994
568	The Presidents Of The United States Of America	59.0	The Presidents Of The United States Of America	spotify:artist:1lZvg4fNAqHoj6I9N8naBM	alternative metal	False	62.0	Peaches	171.693	spotify:track:5huLMzIzFEdVcvEzt2hfk1	http://www.billboard.com/charts/hot-100/1996-03-09	1996-03-09	47	PeachesThe Presidents Of The United States Of America	1		47	1	1996
569	Montell Jordan	59.0	Montell Jordan	spotify:artist:0iVrCROxeyon7MZUW3MfzT	contemporary r&b	False	67.0	This Is How We Do It	238.8	spotify:track:6uQKuonTU8VKBz5SHZuQXD	http://www.billboard.com/charts/hot-100/1995-02-25	1995-02-25	93	This Is How We Do ItMontell Jordan	1		93	1	1995
