Performer,Artist_Popularity_x,Performer2,uri_x,Genre,url,WeekID,Week Position,Song_x,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Explicit,Artist_Popularity_y,Song_y,Duration ms,uri_y,Year
Julie Roberts,44.0,Julie Roberts,spotify:artist:5sXhYkm9PpLn5R70U2T6Ba,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",http://www.billboard.com/charts/hot-100/2004-07-17,2004-07-17,96,Break Down Here,Break Down HereJulie Roberts,1,,96,1,False,56.0,Break Down Here,245493.0,spotify:track:1xsGrsVJwG9zel8pefzVeo,2004
Finger Eleven,61.0,Finger Eleven,spotify:artist:0niJkG4tKkne3zwr7I8n9n,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",http://www.billboard.com/charts/hot-100/2004-07-24,2004-07-24,67,One Thing,One ThingFinger Eleven,1,,67,1,False,75.0,Paralyzer,208106.0,spotify:track:28IEbk5a7twNTbUEvWslUb,2004
Young Buck,61.0,Young Buck,spotify:artist:4pr7J7wzgObkE3DD3Izi7q,"['crunk', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'nashville hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",http://www.billboard.com/charts/hot-100/2004-07-24,2004-07-24,73,Let Me In,Let Me InYoung Buck,1,,73,1,True,58.0,Shorty Wanna Ride,261320.0,spotify:track:6Y9kdB2O0h9gq9y2vclsWT,2004
Ryan Cabrera,47.0,Ryan Cabrera,spotify:artist:3C4t1usFGoKHCSRdujm2GN,"['neo mellow', 'pop rock', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2004-07-31,2004-07-31,99,On The Way Down,On The Way DownRyan Cabrera,1,,99,1,False,50.0,On the Way Down,213280.0,spotify:track:1GwVi2ceNb8dMFA3DZGnnY,2004
Crossfade,58.0,Crossfade,spotify:artist:4IR8ZkpbyyKrqsIzchF3NB,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']",http://www.billboard.com/charts/hot-100/2004-08-07,2004-08-07,95,Cold,ColdCrossfade,1,,95,1,False,70.0,Cold,194226.0,spotify:track:6ZxrUCaynLgKSUudACOTwj,2004
Green Day,80.0,Green Day,spotify:artist:7oPftvlwr6VrsViSDV7fJY,"['permanent wave', 'punk']",http://www.billboard.com/charts/hot-100/2004-08-21,2004-08-21,77,American Idiot,American IdiotGreen Day,1,,77,1,False,64.0,Know Your Enemy,190986.0,spotify:track:5qtwzv99vOr5UTwnTixn7j,2004
The Killers,78.0,The Killers,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,"['alternative rock', 'dance rock', 'permanent wave', 'rock']",http://www.billboard.com/charts/hot-100/2004-09-04,2004-09-04,85,Somebody Told Me,Somebody Told MeThe Killers,1,,85,1,False,62.0,Spaceman,284546.0,spotify:track:1A8SxnqRK3qabmuN2qxIpa,2004
Dem Franchize Boyz,50.0,Dem Franchize Boyz,spotify:artist:0VKTLKamj4IH8OfQbUL0kq,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",http://www.billboard.com/charts/hot-100/2004-09-04,2004-09-04,96,White Tee's,White Tee'sDem Franchize Boyz,1,,96,1,True,44.0,White Tee,278866.0,spotify:track:7xl8xYOCSc6Ukg6YFwi2zx,2004
Anthony Hamilton,60.0,Anthony Hamilton,spotify:artist:2DzRMyWgjuMbYvt5BLbpCo,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2004-09-04,2004-09-04,72,Charlene,CharleneAnthony Hamilton,1,,72,1,False,60.0,Charlene,246773.0,spotify:track:0xiuSFBOEHWaJ6rSuUbJWc,2004
Breaking Benjamin,72.0,Breaking Benjamin,spotify:artist:5BtHciL0e0zOP7prIHn3pP,"['alternative metal', 'nu metal', 'post-grunge']",http://www.billboard.com/charts/hot-100/2004-09-11,2004-09-11,77,So Cold,So ColdBreaking Benjamin,1,,77,1,False,66.0,Breath,218466.0,spotify:track:4JXfNOePhdgMOI7KZ1L25U,2004
John Legend,81.0,John Legend,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2004-10-02,2004-10-02,97,Used To Love U,Used To Love UJohn Legend,1,,97,1,False,61.0,Conversations in the Dark,237426.0,spotify:track:6TYlDTa9AQDvjqwbxlvFyI,2004
Gwen Stefani,75.0,Gwen Stefani,spotify:artist:4yiQZ8tQPux8cPriYMWUFP,"['dance pop', 'pop']",http://www.billboard.com/charts/hot-100/2004-10-16,2004-10-16,93,What You Waiting For?,What You Waiting For?Gwen Stefani,1,,93,1,False,49.0,4 In The Morning,291106.0,spotify:track:64fSdRkaB7ksxI9suUGYmi,2004
Mannie Fresh,55.0,Mannie Fresh,spotify:artist:0fbFfVckGKsDbAfYnB5mD1,"['bounce', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",http://www.billboard.com/charts/hot-100/2004-10-16,2004-10-16,98,Real Big,Real BigMannie Fresh,1,,98,1,True,52.0,Real Big,228826.0,spotify:track:47FjToieQbxqNnuiRRQtym,2004
Daddy Yankee,89.0,Daddy Yankee,spotify:artist:4VMYDCV2IEDYJArk749S6m,"['latin hip hop', 'reggaeton', 'urbano latino']",http://www.billboard.com/charts/hot-100/2004-11-13,2004-11-13,96,Gasolina,GasolinaDaddy Yankee,1,,96,1,False,43.0,Like You,202933.0,spotify:track:6oPu9UPFIxPbkwzmM6NLsI,2004
Jesse McCartney,61.0,Jesse McCartney,spotify:artist:2Hjj68yyUPiC0HKEOigcEp,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2004-12-11,2004-12-11,72,Beautiful Soul,Beautiful SoulJesse McCartney,1,,72,1,False,42.0,It's Over,246906.0,spotify:track:6KLAVFlcTrUt9IteOXzsT8,2004
Sugarland,59.0,Sugarland,spotify:artist:0hYxQe3AK5jBPCr5MumLHD,"['contemporary country', 'country', 'country dawn', 'country road']",http://www.billboard.com/charts/hot-100/2004-12-11,2004-12-11,99,Baby Girl,Baby GirlSugarland,1,,99,1,False,43.0,Already Gone,275866.0,spotify:track:6Gd842MwS4ySeBdQTU09sh,2004
Monchy & Alexandra,62.0,Monchy & Alexandra,spotify:artist:3rs3EOlJ8jyPpdGiQ9Mhub,"['bachata', 'bachata dominicana', 'tropical']",http://www.billboard.com/charts/hot-100/2004-12-25,2004-12-25,96,Perdidos,PerdidosMonchy & Alexandra,1,,96,1,False,47.0,Perdidos - Instrumental,269600.0,spotify:track:0jF9xxKr7NOo8mUsX8qoTI,2004
Akon,81.0,Akon,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,['dance pop'],http://www.billboard.com/charts/hot-100/2005-01-08,2005-01-08,95,Ghetto,GhettoAkon,1,,95,1,False,60.0,Ghetto,235306.0,spotify:track:09JkIMWSVYi143LoWnY1fa,2005
Omarion,61.0,Omarion,spotify:artist:0f5nVCcR06GX8Qikz0COtT,"['dance pop', 'hip pop', 'pop r&b', 'r&b', 'southern hip hop', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2005-01-22,2005-01-22,68,O,OOmarion,1,,68,1,False,37.0,Entourage,235066.0,spotify:track:3up3fJWzT9VXVmPWuALqed,2005
Billy Dean,46.0,Billy Dean,spotify:artist:3cMyqwpNT2D8f0WuaRzzZX,"['bluegrass gospel', 'country', 'country road', 'country rock']",http://www.billboard.com/charts/hot-100/2005-01-29,2005-01-29,74,Let Them Be Little,Let Them Be LittleBilly Dean,1,,74,1,False,41.0,Let Them Be Little,225653.0,spotify:track:1QvCbkLDuF7yX7gIUDJUmp,2005
My Chemical Romance,79.0,My Chemical Romance,spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,"['emo', 'pop punk']",http://www.billboard.com/charts/hot-100/2005-02-12,2005-02-12,87,I'm Not Okay (I Promise),I'm Not Okay (I Promise)My Chemical Romance,1,,87,1,False,68.0,The Ghost of You,194253.0,spotify:track:1yKAqZoi8xWGLCf5vajroL,2005
Keane,74.0,Keane,spotify:artist:53A0W3U0s8diEn9RhXQhVz,"['neo mellow', 'piano rock', 'pop rock']",http://www.billboard.com/charts/hot-100/2005-02-12,2005-02-12,75,Somewhere Only We Know,Somewhere Only We KnowKeane,1,,75,1,False,75.0,Somewhere Only We Know,236160.0,spotify:track:0ll8uFnc0nANY35E0Lfxvg,2005
Natalie,69.0,Natalie Jane,spotify:artist:5bfglVyGJppmmNoC2rhBUG,['alt z'],http://www.billboard.com/charts/hot-100/2005-02-12,2005-02-12,80,Goin' Crazy,Goin' CrazyNatalie,1,,80,1,False,52.0,Goin' Crazy,294093.0,spotify:track:48JAAdtKgOQ4u4QRER6bJX,2005
Howie Day,55.0,Howie Day,spotify:artist:0ekbDNE2eOq8QiaXM34wer,"['acoustic pop', 'neo mellow', 'pop rock']",http://www.billboard.com/charts/hot-100/2005-02-12,2005-02-12,78,Collide,CollideHowie Day,1,,78,1,False,66.0,Collide,249120.0,spotify:track:6dwkFmLUz6hx2CZG2EqLol,2005
Rob Thomas,62.0,Rob Thomas,spotify:artist:3aBkeBhwadnWMWoVJ2CxJC,"['neo mellow', 'pop rock']",http://www.billboard.com/charts/hot-100/2005-02-19,2005-02-19,78,Lonely No More,Lonely No MoreRob Thomas,1,,78,1,False,43.0,Mockingbird,240320.0,spotify:track:4L9J2or96xvWhQwWw09fHO,2005
The Postal Service,56.0,The Postal Service,spotify:artist:5yV1qdnmxyIYiSFB02wpDj,"['indie pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie']",http://www.billboard.com/charts/hot-100/2005-02-26,2005-02-26,82,We Will Become Silhouettes,We Will Become SilhouettesThe Postal Service,1,,82,1,False,47.0,We Will Become Silhouettes - Remastered,300546.0,spotify:track:0xn9WsyWhNbfI82Ipnpwqa,2005
Caesars,55.0,Caesars,spotify:artist:4rGrN4XDYhP6dUAZMvcuHr,['swedish indie rock'],http://www.billboard.com/charts/hot-100/2005-02-26,2005-02-26,95,Jerk It Out,Jerk It OutCaesars,1,,95,1,False,66.0,Jerk It Out,195666.0,spotify:track:5XMjXjwCkJVmk0AHm7z8IV,2005
Cassidy,60.0,Eva Cassidy,spotify:artist:6fNmOWQzfOVyHLQ2UqUQew,"['folk rock', 'lilith', 'singer-songwriter']",http://www.billboard.com/charts/hot-100/2005-03-19,2005-03-19,85,I'm A Hustla,I'm A HustlaCassidy,1,,85,1,False,29.0,Hotel (feat. R.Kelly),246933.0,spotify:track:2do7t1NMxLTgblFuCvn7H7,2005
Blaine Larsen,29.0,Blaine Larsen,spotify:artist:77BL4malNaiSH99GMNvOka,"['country road', 'modern country rock']",http://www.billboard.com/charts/hot-100/2005-03-19,2005-03-19,91,How Do You Get That Lonely,How Do You Get That LonelyBlaine Larsen,1,,91,1,False,39.0,How Do You Get That Lonely,248533.0,spotify:track:2shSwyk8jmYnfedaOvQpU4,2005
Juanes,77.0,Juanes,spotify:artist:0UWZUmn7sybxMCqrw9tGa7,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']",http://www.billboard.com/charts/hot-100/2005-04-09,2005-04-09,97,La Camisa Negra,La Camisa NegraJuanes,1,,97,1,False,67.0,Me Enamora,192613.0,spotify:track:5BY0p2EH4EznNZ0MFD9mjt,2005
Pretty Ricky,57.0,Pretty Ricky,spotify:artist:6XwcepfAsPhrvwziGxhwju,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'miami hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2005-04-16,2005-04-16,92,Grind With Me,Grind With MePretty Ricky,1,,92,1,True,65.0,Grind With Me,237733.0,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,2005
Mudvayne,62.0,Mudvayne,spotify:artist:2Pfv2w8a20xzC7Dr7QXRqM,"['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock']",http://www.billboard.com/charts/hot-100/2005-04-30,2005-04-30,89,Happy?,Happy?Mudvayne,1,,89,1,True,69.0,Happy?,216426.0,spotify:track:0INUE1K7cEiE8VH63Rv5RJ,2005
Anna Nalick,49.0,Anna Nalick,spotify:artist:4LoM3lMauQ540MW9QiyIcR,"['acoustic pop', 'lilith', 'neo mellow']",http://www.billboard.com/charts/hot-100/2005-04-30,2005-04-30,92,Breathe (2 AM),Breathe (2 AM)Anna Nalick,1,,92,1,False,64.0,Breathe (2 AM),279826.0,spotify:track:5auMzVHFr5Zfw6IbKarZ56,2005
Kem,54.0,Kem,spotify:artist:1f2e3RQf7LHOum8NU61q0R,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2005-05-21,2005-05-21,96,I Can't Stop Loving You,I Can't Stop Loving YouKem,1,,96,1,False,55.0,I Can't Stop Loving You,323920.0,spotify:track:6iWs0J0CnadMMbxLQtZrCG,2005
The Game,74.0,The Game,spotify:artist:0NbfKEOTQCcwd6o7wSDOHI,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",http://www.billboard.com/charts/hot-100/2005-06-04,2005-06-04,97,Dreams,DreamsThe Game,1,,97,1,True,54.0,Let's Ride,237680.0,spotify:track:4JKwW0A2OQeAUpYZd99Lfo,2005
Keith Anderson,48.0,Keith Anderson,spotify:artist:4AgQTHagFdBq8VL791lSXz,"['contemporary country', 'country', 'country road', 'modern country rock', 'oklahoma country']",http://www.billboard.com/charts/hot-100/2005-06-04,2005-06-04,100,Pickin' Wildflowers,Pickin' WildflowersKeith Anderson,1,,100,1,False,41.0,Every Time I Hear Your Name,263026.0,spotify:track:3aVCHTY93NQQbOcDDbwwXA,2005
Rihanna,90.0,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2005-06-11,2005-06-11,97,Pon de Replay,Pon de ReplayRihanna,1,,97,1,True,73.0,Sex With Me,206400.0,spotify:track:7BiELrM90hRxpozaIXbsLw,2005
Boyz N Da Hood,42.0,Boyz N Da Hood,spotify:artist:030sRm1rnXI9MeQ23pdax8,"['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",http://www.billboard.com/charts/hot-100/2005-06-25,2005-06-25,97,Dem Boyz,Dem BoyzBoyz N Da Hood,1,,97,1,True,54.0,Dem Boyz,256800.0,spotify:track:59xyRqG06dGbTmmJFVFbyQ,2005
Carrie Underwood,73.0,Carrie Underwood,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,"['contemporary country', 'country', 'country dawn', 'oklahoma country', 'pop']",http://www.billboard.com/charts/hot-100/2005-07-02,2005-07-02,1,Inside Your Heaven,Inside Your HeavenCarrie Underwood,1,,1,1,False,54.0,Drinking Alone,258293.0,spotify:track:4objxuNfJlJHomkRIPa2Y2,2005
Fall Out Boy,79.0,Fall Out Boy,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,"['emo', 'modern rock']",http://www.billboard.com/charts/hot-100/2005-07-02,2005-07-02,93,"Sugar, We're Goin' Down","Sugar, We're Goin' DownFall Out Boy",1,,93,1,False,45.0,Beat It - Studio Version Featuring John Mayer,230306.0,spotify:track:0BrgzTEWfI0QZLRJqzJbPa,2005
Natasha Bedingfield,66.0,Natasha Bedingfield,spotify:artist:7o95ZoZt5ZYn31e9z1Hc0a,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2005-07-02,2005-07-02,100,These Words,These WordsNatasha Bedingfield,1,,100,1,False,34.0,Angel,246946.0,spotify:track:1pJJcWEtSpbv8UAom5bkvW,2005
Bo Bice,22.0,Bo Bice,spotify:artist:2Q1FIPavG8WZF33kqIP3sy,['idol'],http://www.billboard.com/charts/hot-100/2005-07-09,2005-07-09,2,Inside Your Heaven,Inside Your HeavenBo Bice,1,,2,1,False,33.0,The Real Thing,201666.0,spotify:track:3T3Epzn2xHawkZ7uzxR13p,2005
The Bravery,54.0,The Bravery,spotify:artist:2bcrMsFlF632EQ6VZERWFu,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",http://www.billboard.com/charts/hot-100/2005-07-09,2005-07-09,97,An Honest Mistake,An Honest MistakeThe Bravery,1,,97,1,False,54.0,An Honest Mistake,219706.0,spotify:track:7DoMGZLVzga3vhyZlb0hBX,2005
Van Zant,34.0,Van Zant,spotify:artist:6ZRkCThyw6syuSOAGT7lY1,"['country rock', 'southern rock']",http://www.billboard.com/charts/hot-100/2005-07-16,2005-07-16,91,Help Somebody,Help SomebodyVan Zant,1,,91,1,False,35.0,Help Somebody,253453.0,spotify:track:4Bt4QcQ5BxzzspvFLKvbB9,2005
Jermaine Dupri,59.0,Jermaine Dupri,spotify:artist:6nfYGe7IIuuP5bMY1jkJP6,"['atl hip hop', 'dirty south rap', 'hip hop', 'hip pop', 'pop rap', 'southern hip hop']",http://www.billboard.com/charts/hot-100/2005-07-16,2005-07-16,100,Gotta Getcha,Gotta GetchaJermaine Dupri,1,,100,1,False,35.0,Gotta Getcha - Double Face 2006,170933.0,spotify:track:5gOYXiA88QUy9DdWR4oNni,2005
The Click Five,50.0,The Click Five,spotify:artist:01lz5VBfkMFDteSA9pKJuP,"['boy band', 'neo mellow', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2005-07-30,2005-07-30,83,Just The Girl,Just The GirlThe Click Five,1,,83,1,False,60.0,Just the Girl,234146.0,spotify:track:1JURww012QnWAw0zZXi6Aa,2005
Charlie Wilson,60.0,Charlie Wilson,spotify:artist:6CxZzQFUTM6AzgluGwtq5w,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2005-08-06,2005-08-06,92,Charlie Last Name: Wilson,Charlie Last Name: WilsonCharlie Wilson,1,,92,1,False,53.0,"Charlie, Last Name Wilson",215866.0,spotify:track:6UZqMYYQQThvV55IQPvscO,2005
Jason Aldean,75.0,Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,"['contemporary country', 'country', 'country road']",http://www.billboard.com/charts/hot-100/2005-08-13,2005-08-13,100,Hicktown,HicktownJason Aldean,1,,100,1,False,53.0,Gonna Know We Were Here,224066.0,spotify:track:0mMR63GfhjpxT02rIdq5Mz,2005
Crazy Frog,59.0,Crazy Frog,spotify:artist:4J3wzDMI97AlGimdiVcaLb,['eurodance'],http://www.billboard.com/charts/hot-100/2005-08-20,2005-08-20,80,Axel F,Axel FCrazy Frog,1,,80,1,False,69.0,Axel F,168045.0,spotify:track:0Bo5fjMtTfCD8vHGebivqc,2005
Cast Of Rent,43.0,Cast Of The Motion Picture Rent,spotify:artist:4vLVxKPowMj14Ou1NNUxuc,"['hollywood', 'show tunes']",http://www.billboard.com/charts/hot-100/2005-08-20,2005-08-20,68,Seasons Of Love,Seasons Of LoveCast Of Rent,1,,68,1,False,54.0,Seasons of Love - From the Motion Picture RENT,183546.0,spotify:track:3SnXIPWciHwAS04oKdPC0l,2005
Luis Fonsi,76.0,Luis Fonsi,spotify:artist:4V8Sr092TqfHkfAA5fXXqG,"['latin pop', 'puerto rican pop']",http://www.billboard.com/charts/hot-100/2005-08-27,2005-08-27,90,Nada Es Para Siempre,Nada Es Para SiempreLuis Fonsi,1,,90,1,False,69.0,No Me Doy Por Vencido,239400.0,spotify:track:4lerOTNr2tFWJCAmmhymhi,2005
T-Pain,78.0,T-Pain,spotify:artist:3aQeKQSyrW4qWr35idm0cy,"['dance pop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2005-08-27,2005-08-27,100,I'm Sprung,I'm SprungT-Pain,1,,100,1,True,40.0,Take Your Shirt Off,228893.0,spotify:track:46vIOfB9SnaI21SD0nERoV,2005
Chris Brown,90.0,Chris Brown,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,"['dance pop', 'pop', 'r&b']",http://www.billboard.com/charts/hot-100/2005-08-27,2005-08-27,92,Run It!,Run It!Chris Brown,1,,92,1,False,25.0,Dreamer,213080.0,spotify:track:4v2mcqeFJTIIL4HO6wridQ,2005
D4L,49.0,D4L,spotify:artist:4AllEJE7mVkhhyUV6DjqPz,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap']",http://www.billboard.com/charts/hot-100/2005-10-01,2005-10-01,98,Laffy Taffy,Laffy TaffyD4L,1,,98,1,True,38.0,Betcha Can't Do It Like Me,220466.0,spotify:track:1KW8BTLgbRCTH8pzUmboLE,2005
Keyshia Cole,68.0,Keyshia Cole,spotify:artist:1vfezMIyCr4XUdYRaKIKi3,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'rap', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2005-10-08,2005-10-08,85,I Should Have Cheated,I Should Have CheatedKeyshia Cole,1,,85,1,False,40.0,You Complete Me,230920.0,spotify:track:5T0LcVM6SwLX95hLedcseh,2005
Juelz Santana,65.0,Juelz Santana,spotify:artist:6Uh8uJyN9g7oFjDK16nJgb,"['gangster rap', 'harlem hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'trap']",http://www.billboard.com/charts/hot-100/2005-10-15,2005-10-15,88,There It Go! (The Whistle Song),There It Go! (The Whistle Song)Juelz Santana,1,,88,1,True,60.0,There It Go (The Whistle Song),180493.0,spotify:track:50UkypyQJbSQLaXHke5Yep,2005
The Strokes,77.0,The Strokes,spotify:artist:0epOFNiUfyON9EYx7Tpr6V,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",http://www.billboard.com/charts/hot-100/2005-10-22,2005-10-22,98,Juicebox,JuiceboxThe Strokes,1,,98,1,False,59.0,Juicebox,194573.0,spotify:track:3jjQHULAVn71k40mKwGMiV,2005
The Pussycat Dolls,70.0,The Pussycat Dolls,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2005-10-22,2005-10-22,85,Stickwitu,StickwituThe Pussycat Dolls,1,,85,1,False,44.0,I Don't Need A Man,219093.0,spotify:track:0XEBKZHp8imfvf9NYjV8Kg,2005
Little Big Town,66.0,Little Big Town,spotify:artist:3CygdxquGHurS7f9LjNLkv,"['contemporary country', 'country', 'country dawn', 'country road']",http://www.billboard.com/charts/hot-100/2005-10-29,2005-10-29,93,Boondocks,BoondocksLittle Big Town,1,,93,1,False,64.0,"Wine, Beer, Whiskey",196160.0,spotify:track:5avVDmK9FVJpd3MDO8I3Zl,2005
Ciara,71.0,Ciara,spotify:artist:2NdeV5rLm47xAvogXrYhJX,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2005-10-29,2005-10-29,96,And I,And ICiara,1,,96,1,False,61.0,Level Up,204150.0,spotify:track:7ssEhls1ZYEGtBsoovkMSe,2005
James Blunt,71.0,James Blunt,spotify:artist:7KMqksf0UMdyA0UCf4R3ux,"['neo mellow', 'pop', 'pop rock']",http://www.billboard.com/charts/hot-100/2005-11-12,2005-11-12,88,You're Beautiful,You're BeautifulJames Blunt,1,,88,1,False,60.0,Stay the Night,216333.0,spotify:track:7FFl1IHSsPWsfUCladsCl9,2005
Avenged Sevenfold,75.0,Avenged Sevenfold,spotify:artist:0nmQIMXWTXfhgOBdNzhGOs,"['alternative metal', 'nu metal']",http://www.billboard.com/charts/hot-100/2005-11-12,2005-11-12,87,Bat Country,Bat CountryAvenged Sevenfold,1,,87,1,False,56.0,"Not Ready to Die - From ""Call of the Dead""",425264.0,spotify:track:6haHIyPMUnVCZn6pHpyzM8,2005
Shinedown,71.0,Shinedown,spotify:artist:70BYFdaZbEKbeauJ670ysI,"['alternative metal', 'nu metal', 'post-grunge']",http://www.billboard.com/charts/hot-100/2005-11-19,2005-11-19,92,Save Me,Save MeShinedown,1,,92,1,False,66.0,Sound of Madness,233986.0,spotify:track:0W9Xvd4Qx1aZPxEi94vgRY,2005
Lindsay Lohan,49.0,Lindsay Lohan,spotify:artist:4vRSocKbGh7PsQrYRDVMEF,"['dance pop', 'post-teen pop']",http://www.billboard.com/charts/hot-100/2005-11-26,2005-11-26,66,Confessions Of A Broken Heart (Daughter To Father),Confessions Of A Broken Heart (Daughter To Father)Lindsay Lohan,1,,66,1,False,45.0,Confessions Of A Broken Heart (Daughter To Father) - Radio,220800.0,spotify:track:0x7663BmBYv7m1ejUzXHfd,2005
Trey Songz,71.0,Trey Songz,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",http://www.billboard.com/charts/hot-100/2005-12-03,2005-12-03,96,Gotta Go,Gotta GoTrey Songz,1,,96,1,False,49.0,Dive In,252453.0,spotify:track:43hHjvaO9brl5t7ywedeyx,2005
Ne-Yo,85.0,YoungBoy Never Broke Again,spotify:artist:7wlFDEWiM5OoIAt8RSli8b,"['baton rouge rap', 'trap']",http://www.billboard.com/charts/hot-100/2005-12-10,2005-12-10,79,So Sick,So SickNe-Yo,1,,79,1,False,70.0,Sexy Love,220853.0,spotify:track:10aWGOqSDBqvNzJ9NeKDbK,2005
Kirk Franklin,64.0,Kirk Franklin,spotify:artist:4akybxRTGHJZ1DXjLhJ1qu,"['gospel', 'gospel r&b']",http://www.billboard.com/charts/hot-100/2005-12-10,2005-12-10,92,Looking For You,Looking For YouKirk Franklin,1,,92,1,False,57.0,I Smile,307973.0,spotify:track:0UQDSP8cz6WmLJckO5jqUQ,2005
Wisin & Yandel,83.0,Wisin & Yandel,spotify:artist:1wZtkThiXbVNtj6hee6dz9,"['electro latino', 'latin hip hop', 'reggaeton', 'urbano latino']",http://www.billboard.com/charts/hot-100/2005-12-10,2005-12-10,97,Rakata,RakataWisin & Yandel,1,,97,1,False,69.0,Rakata,172680.0,spotify:track:1kQqiC1rS1FiuVpeBKN0QN,2005
Cascada,67.0,Cascada,spotify:artist:0N0d3kjwdY2h7UVuTdJGfp,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop rap']",http://www.billboard.com/charts/hot-100/2005-12-17,2005-12-17,86,Everytime We Touch,Everytime We TouchCascada,1,,86,1,False,61.0,Evacuate The Dancefloor - Radio Edit,205884.0,spotify:track:360ZhWvMnyXKYFG9Mqsm89,2005
Cristian Castro,72.0,Cristian Castro,spotify:artist:2AZOALDIBORfbzKTuliwdJ,"['latin arena pop', 'latin pop']",http://www.billboard.com/charts/hot-100/2005-12-24,2005-12-24,78,Amor Eterno,Amor EternoCristian Castro,1,,78,1,False,24.0,Amor Eterno,193240.0,spotify:track:1vS2gWMJU5gLm9z0x8DpNG,2005
Matisyahu,57.0,Matisyahu,spotify:artist:5eyMzR1hYiEZtN2c9ly2kw,['reggae fusion'],http://www.billboard.com/charts/hot-100/2006-02-04,2006-02-04,98,King Without A Crown,King Without A CrownMatisyahu,1,,98,1,False,57.0,King Without a Crown,222386.0,spotify:track:3NkIfsiFHnljGrlXSD2AJ3,2006
